key,human_found,model_found,agreement_found,analysis_version,human_only,model_only,precision,recall
C_DISINFO_GOVCRITIC_DIGI,0,0,0,v2,0,0,,
C_DISINFO_GOVLEGIT,0,0,0,v2,0,0,,
C_DISINFO_GOVLEGIT_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_GOVLEGIT_DIGI,0,0,0,v2,0,0,,
C_DISINFO_HATE_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_HATE_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_HEALTHOFF,0,0,0,v2,0,0,,
C_DISINFO_HEALTHOFF_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_HEALTHOFF_DIGI,0,0,0,v2,0,0,,
C_DISINFO_HISTORY_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_HISTORY_DIGI,0,0,0,v2,0,0,,
C_DISINFO_INFRA,0,0,0,v2,0,0,,
C_DISINFO_INFRA_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_INFRA_DIGI,0,0,0,v2,0,0,,
C_DISINFO_IR,0,0,0,v2,0,0,,
C_DISINFO_IR_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_IR_DIGI,0,0,0,v2,0,0,,
C_DISINFO_LIFE,0,0,0,v2,0,0,,
C_DISINFO_LIFE_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_LIFE_DIGI,0,0,0,v2,0,0,,
C_DISINFO_MORAL,0,0,0,v2,0,0,,
C_DISINFO_MORAL_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_MORAL_DIGI,0,0,0,v2,0,0,,
C_DISINFO_NATINT,0,0,0,v2,0,0,,
C_DISINFO_NATINT_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_NATINT_DIGI,0,0,0,v2,0,0,,
C_DISINFO_NATREP_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_NATREP_DIGI,0,0,0,v2,0,0,,
C_DISINFO_NATSEC,2,0,0,v2,2,0,,0.0
C_DISINFO_NATSEC_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_NATSEC_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_ORDER,3,0,0,v2,3,0,,0.0
C_DISINFO_ORDER_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_ORDER_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_PROPERTY,0,0,0,v2,0,0,,
C_DISINFO_PROPERTY_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_PROPERTY_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_PUBHEALTH,0,0,0,v2,0,0,,
C_DISINFO_PUBHEALTH_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_PUBHEALTH_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_REPUTATION,6,0,0,v2,6,0,,0.0
C_DISINFO_REPUTATION_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_REPUTATION_DIGI,1,0,0,v2,1,0,,0.0
C_DISINFO_RIGHTS_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_RIGHTS_DIGI,0,0,0,v2,0,0,,
C_DISINFO_STATEOP,0,0,0,v2,0,0,,
C_DISINFO_STATEOP_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_STATEOP_DIGI,0,0,0,v2,0,0,,
C_DISINFO_UNITY,0,0,0,v2,0,0,,
C_DISINFO_UNITY_CRISIS,0,0,0,v2,0,0,,
C_DISINFO_UNITY_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_CLASSIFIED,2,0,0,v2,2,0,,0.0
C_EXPRESS_CLASSIFIED_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_CLASSIFIED_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_CONFIDENCE,0,0,0,v2,0,0,,
C_EXPRESS_CONFIDENCE_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_CONFIDENCE_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_ECON,0,0,0,v2,0,0,,
C_EXPRESS_ECON_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_ECON_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_ELECTION,0,0,0,v2,0,0,,
C_EXPRESS_ELECTION_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_ELECTION_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_GOVAFFAIRS,1,0,0,v2,1,0,,0.0
C_EXPRESS_GOVAFFAIRS_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_GOVAFFAIRS_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_GOVCRITIC,2,0,0,v2,2,0,,0.0
C_EXPRESS_GOVCRITIC_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_GOVCRITIC_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_GOVLEGIT,1,0,0,v2,1,0,,0.0
C_EXPRESS_GOVLEGIT_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_GOVLEGIT_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_HATE,7,0,0,v2,7,0,,0.0
C_EXPRESS_HATE_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_HATE_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_HEALTHOFF,0,0,0,v2,0,0,,
C_EXPRESS_HEALTHOFF_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_HEALTHOFF_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_HISTORY,2,0,0,v2,2,0,,0.0
C_EXPRESS_HISTORY_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_HISTORY_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_INFRA,1,0,0,v2,1,0,,0.0
C_EXPRESS_INFRA_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_INFRA_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_IR,2,0,0,v2,2,0,,0.0
C_EXPRESS_IR_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_IR_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_LIFE_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_LIFE_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_MORAL,2,0,0,v2,2,0,,0.0
C_EXPRESS_MORAL_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_MORAL_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_NATINT,1,0,0,v2,1,0,,0.0
C_EXPRESS_NATINT_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_NATINT_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_NATREP,4,0,0,v2,4,0,,0.0
C_EXPRESS_NATREP_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_NATREP_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_NATSEC_CRISIS,1,0,0,v2,1,0,,0.0
C_EXPRESS_NATSEC_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_NATSEC_GOVOFF,0,0,0,v2,0,0,,
C_EXPRESS_OBSCENE_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_OBSCENE_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_ORDER_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_ORDER_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_PROPERTY_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_PROPERTY_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_PUBHEALTH_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_PUBHEALTH_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_RELIGION_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_RELIGION_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_REPUTATION_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_REPUTATION_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_RIGHTS,3,0,0,v2,3,0,,0.0
C_EXPRESS_RIGHTS_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_RIGHTS_DIGI,1,0,0,v2,1,0,,0.0
C_EXPRESS_STATEOP,1,0,0,v2,1,0,,0.0
C_EXPRESS_STATEOP_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_STATEOP_DIGI,0,0,0,v2,0,0,,
C_EXPRESS_UNITY,3,0,0,v2,3,0,,0.0
C_EXPRESS_UNITY_CRISIS,0,0,0,v2,0,0,,
C_EXPRESS_UNITY_DIGI,0,0,0,v2,0,0,,
C_MALINFO_GEN_CRISIS,1,0,0,v2,1,0,,0.0
C_MALINFO_GEN_DIGI,0,0,0,v2,0,0,,
C_MISINFO_CONFIDENCE,0,0,0,v2,0,0,,
C_MISINFO_CONFIDENCE_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_CONFIDENCE_DIGI,0,0,0,v2,0,0,,
C_MISINFO_ECON,0,0,0,v2,0,0,,
C_MISINFO_ECON_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_ECON_DIGI,0,0,0,v2,0,0,,
C_MISINFO_ELECTION,0,0,0,v2,0,0,,
C_MISINFO_ELECTION_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_ELECTION_DIGI,0,0,0,v2,0,0,,
C_MISINFO_GEN_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_GEN_DIGI,0,0,0,v2,0,0,,
C_MISINFO_GOVAFFAIRS,0,0,0,v2,0,0,,
C_MISINFO_GOVAFFAIRS_CRISIS,1,0,0,v2,1,0,,0.0
C_MISINFO_GOVAFFAIRS_DIGI,0,0,0,v2,0,0,,
C_MISINFO_GOVCRITIC,0,0,0,v2,0,0,,
C_MISINFO_GOVCRITIC_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_GOVCRITIC_DIGI,0,0,0,v2,0,0,,
C_MISINFO_GOVLEGIT,0,0,0,v2,0,0,,
C_MISINFO_GOVLEGIT_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_GOVLEGIT_DIGI,0,0,0,v2,0,0,,
C_MISINFO_HATE_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_HATE_DIGI,0,0,0,v2,0,0,,
C_MISINFO_HEALTHOFF,0,0,0,v2,0,0,,
C_MISINFO_HEALTHOFF_CRISIS,1,0,0,v2,1,0,,0.0
C_MISINFO_HEALTHOFF_DIGI,0,0,0,v2,0,0,,
C_MISINFO_HISTORY,0,0,0,v2,0,0,,
C_MISINFO_HISTORY_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_HISTORY_DIGI,0,0,0,v2,0,0,,
C_MISINFO_INFRA,0,0,0,v2,0,0,,
C_MISINFO_INFRA_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_INFRA_DIGI,0,0,0,v2,0,0,,
C_MISINFO_IR,0,0,0,v2,0,0,,
C_MISINFO_IR_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_IR_DIGI,0,0,0,v2,0,0,,
C_MISINFO_LIFE,0,0,0,v2,0,0,,
C_MISINFO_LIFE_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_LIFE_DIGI,0,0,0,v2,0,0,,
C_MISINFO_MORAL,0,0,0,v2,0,0,,
C_MISINFO_MORAL_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_MORAL_DIGI,0,0,0,v2,0,0,,
C_MISINFO_NATINT,0,0,0,v2,0,0,,
C_MISINFO_NATINT_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_NATINT_DIGI,0,0,0,v2,0,0,,
C_MISINFO_NATREP,0,0,0,v2,0,0,,
C_MISINFO_NATREP_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_NATREP_DIGI,0,0,0,v2,0,0,,
C_MISINFO_NATSEC,0,0,0,v2,0,0,,
C_MISINFO_NATSEC_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_NATSEC_DIGI,0,0,0,v2,0,0,,
C_MISINFO_ORDER,0,0,0,v2,0,0,,
C_MISINFO_ORDER_CRISIS,1,0,0,v2,1,0,,0.0
C_MISINFO_ORDER_DIGI,0,0,0,v2,0,0,,
C_MISINFO_PROPERTY,0,0,0,v2,0,0,,
C_MISINFO_PROPERTY_CRISIS,1,0,0,v2,1,0,,0.0
C_MISINFO_PROPERTY_DIGI,0,0,0,v2,0,0,,
C_MISINFO_PUBHEALTH,0,0,0,v2,0,0,,
C_MISINFO_PUBHEALTH_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_PUBHEALTH_DIGI,0,0,0,v2,0,0,,
C_MISINFO_REPUTATION,2,0,0,v2,2,0,,0.0
C_MISINFO_REPUTATION_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_REPUTATION_DIGI,0,0,0,v2,0,0,,
C_MISINFO_RIGHTS,0,0,0,v2,0,0,,
C_MISINFO_RIGHTS_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_RIGHTS_DIGI,0,0,0,v2,0,0,,
C_MISINFO_STATEOP,0,0,0,v2,0,0,,
C_MISINFO_STATEOP_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_STATEOP_DIGI,0,0,0,v2,0,0,,
C_MISINFO_UNITY,0,0,0,v2,0,0,,
C_MISINFO_UNITY_CRISIS,0,0,0,v2,0,0,,
C_MISINFO_UNITY_DIGI,0,0,0,v2,0,0,,
GOV_CENSOR,5,0,0,v2,5,0,,0.0
GOV_CENSOR_CRISIS,0,0,0,v2,0,0,,
GOV_NOWARRANT,2,0,0,v2,2,0,,0.0
GOV_NOWARRANT_CRISIS,0,0,0,v2,0,0,,
GOV_OVERSIGHT_1_2_1,0,0,0,v2,0,0,,
GOV_OVERSIGHT_2_1,0,0,0,v2,0,0,,
GOV_REGULATOR_CRISIS,0,0,0,v2,0,0,,
GOV_WARRANT_CRISIS,0,0,0,v2,0,0,,
IM_CORRECT_CRISIS,0,0,0,v2,0,0,,
IM_DAILY_CRISIS,0,0,0,v2,0,0,,
IM_DATA,2,0,0,v2,2,0,,0.0
IM_DATA_CRISIS,0,0,0,v2,0,0,,
IM_DEPLATFORM_CRISIS,0,0,0,v2,0,0,,
IM_EMERGENCY,0,0,0,v2,0,0,,
IM_EMERGENCY_CRISIS,0,0,0,v2,0,0,,
IM_FUNDING,2,0,0,v2,2,0,,0.0
IM_FUNDING_CRISIS,0,0,0,v2,0,0,,
IM_LICENSE,4,0,0,v2,4,0,,0.0
IM_LICENSE_CRISIS,0,0,0,v2,0,0,,
IM_OVERSIGHT_CRISIS,0,0,0,v2,0,0,,
IM_PREVENTION_CRISIS,0,0,0,v2,0,0,,
IM_PUBINTEREST,0,0,0,v2,0,0,,
IM_PUBINTEREST_CRISIS,0,0,0,v2,0,0,,
IM_REPORT,4,0,0,v2,4,0,,0.0
IM_REPORT_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_CONFIDENCE,0,0,0,v2,0,0,,
I_DISINFO_CONFIDENCE_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_CONFIDENCE_DIGI,0,0,0,v2,0,0,,
I_DISINFO_ECON,0,0,0,v2,0,0,,
I_DISINFO_ECON_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_ECON_DIGI,0,0,0,v2,0,0,,
I_DISINFO_ELECTION,0,0,0,v2,0,0,,
I_DISINFO_ELECTION_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_ELECTION_DIGI,0,0,0,v2,0,0,,
I_DISINFO_GEN,1,0,0,v2,1,0,,0.0
I_DISINFO_GEN_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_GEN_DIGI,0,0,0,v2,0,0,,
I_DISINFO_GOVAFFAIRS,0,0,0,v2,0,0,,
I_DISINFO_GOVAFFAIRS_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_GOVAFFAIRS_DIGI,0,0,0,v2,0,0,,
I_DISINFO_GOVCRITIC_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_GOVCRITIC_DIGI,0,0,0,v2,0,0,,
I_DISINFO_GOVLEGIT,0,0,0,v2,0,0,,
I_DISINFO_GOVLEGIT_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_GOVLEGIT_DIGI,0,0,0,v2,0,0,,
I_DISINFO_HATE,0,0,0,v2,0,0,,
I_DISINFO_HATE_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_HATE_DIGI,0,0,0,v2,0,0,,
I_DISINFO_HEALTHOFF,0,0,0,v2,0,0,,
I_DISINFO_HEALTHOFF_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_HEALTHOFF_DIGI,0,0,0,v2,0,0,,
I_DISINFO_HISTORY,0,0,0,v2,0,0,,
I_DISINFO_HISTORY_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_HISTORY_DIGI,0,0,0,v2,0,0,,
I_DISINFO_INFRA_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_INFRA_DIGI,0,0,0,v2,0,0,,
I_DISINFO_IR,0,0,0,v2,0,0,,
I_DISINFO_IR_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_IR_DIGI,0,0,0,v2,0,0,,
I_DISINFO_LIFE,0,0,0,v2,0,0,,
I_DISINFO_LIFE_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_LIFE_DIGI,0,0,0,v2,0,0,,
I_DISINFO_MORAL,0,0,0,v2,0,0,,
I_DISINFO_MORAL_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_MORAL_DIGI,0,0,0,v2,0,0,,
I_DISINFO_NATINT_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_NATINT_DIGI,0,0,0,v2,0,0,,
I_DISINFO_NATREP,0,0,0,v2,0,0,,
I_DISINFO_NATREP_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_NATREP_DIGI,0,0,0,v2,0,0,,
I_DISINFO_NATSEC,0,0,0,v2,0,0,,
I_DISINFO_NATSEC_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_NATSEC_DIGI,0,0,0,v2,0,0,,
I_DISINFO_ORDER,0,0,0,v2,0,0,,
I_DISINFO_ORDER_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_ORDER_DIGI,0,0,0,v2,0,0,,
I_DISINFO_PROPERTY,0,0,0,v2,0,0,,
I_DISINFO_PROPERTY_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_PROPERTY_DIGI,0,0,0,v2,0,0,,
I_DISINFO_PUBHEALTH,0,0,0,v2,0,0,,
I_DISINFO_PUBHEALTH_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_PUBHEALTH_DIGI,0,0,0,v2,0,0,,
I_DISINFO_REPUTATION_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_REPUTATION_DIGI,0,0,0,v2,0,0,,
I_DISINFO_RIGHTS,0,0,0,v2,0,0,,
I_DISINFO_RIGHTS_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_RIGHTS_DIGI,0,0,0,v2,0,0,,
I_DISINFO_STATEOP,0,0,0,v2,0,0,,
I_DISINFO_STATEOP_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_STATEOP_DIGI,0,0,0,v2,0,0,,
I_DISINFO_UNITY,0,0,0,v2,0,0,,
I_DISINFO_UNITY_CRISIS,0,0,0,v2,0,0,,
I_DISINFO_UNITY_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_CLASSIFIED,0,0,0,v2,0,0,,
I_EXPRESS_CLASSIFIED_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_CLASSIFIED_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_CONFIDENCE_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_CONFIDENCE_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_ECON,0,0,0,v2,0,0,,
I_EXPRESS_ECON_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_ECON_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_ELECTION,0,0,0,v2,0,0,,
I_EXPRESS_ELECTION_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_ELECTION_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_GOVAFFAIRS,0,0,0,v2,0,0,,
I_EXPRESS_GOVAFFAIRS_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_GOVAFFAIRS_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_GOVCRITIC,0,0,0,v2,0,0,,
I_EXPRESS_GOVCRITIC_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_GOVCRITIC_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_GOVLEGIT,0,0,0,v2,0,0,,
I_EXPRESS_GOVLEGIT_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_GOVLEGIT_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_HATE_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_HATE_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_HEALTHOFF,0,0,0,v2,0,0,,
I_EXPRESS_HEALTHOFF_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_HEALTHOFF_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_HISTORY,0,0,0,v2,0,0,,
I_EXPRESS_HISTORY_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_HISTORY_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_INFRA,0,0,0,v2,0,0,,
I_EXPRESS_INFRA_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_INFRA_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_IR,0,0,0,v2,0,0,,
I_EXPRESS_IR_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_IR_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_LIFE,0,0,0,v2,0,0,,
I_EXPRESS_LIFE_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_LIFE_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_MORAL,0,0,0,v2,0,0,,
I_EXPRESS_MORAL_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_MORAL_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_NATINT,0,0,0,v2,0,0,,
I_EXPRESS_NATINT_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_NATINT_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_NATREP,0,0,0,v2,0,0,,
I_EXPRESS_NATREP_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_NATREP_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_NATSEC,1,0,0,v2,1,0,,0.0
I_EXPRESS_NATSEC_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_NATSEC_DIGI,1,0,0,v2,1,0,,0.0
I_EXPRESS_NATSEC_GOVOFF,0,0,0,v2,0,0,,
I_EXPRESS_OBSCENE,0,0,0,v2,0,0,,
I_EXPRESS_OBSCENE_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_OBSCENE_DIGI,0,0,0,v2,0,0,,
I_EXPRESS_ORDER_CRISIS,0,0,0,v2,0,0,,
I_EXPRESS_ORDER_DIGI,0,0,0,v2,0,0,,
